"time" "S" "E" "I_symp" "I_asymp" "R" "Cumulative" "Incidence_reported" "Incidence_non_reported" "Datum"
48 2374549 0 1 0 0 1 0 0 2020-02-17
49 2374546.30588826 2.44437830616568 0.821696586186213 0.230563756022189 0.197473088977153 3.69411173695698 0.00608698127221649 0.473202882681838 2020-02-18
50 2374543.41260773 4.6440674308664 0.680814276606358 0.815822466116828 0.446688096392926 6.58739227009937 0.0115646385043144 0.899036818528312 2020-02-19
51 2374539.72884029 7.17814182532299 0.570732290044587 1.7041144696181 0.81817112474495 10.2711597103626 0.0178749806238435 1.38960380865517 2020-02-20
52 2374534.67868982 10.5108941455013 0.487169466816438 2.94172601044969 1.38152055226797 15.3213101755828 0.0261741873819347 2.03478544899087 2020-02-21
53 2374527.56713813 15.1338733006481 0.427679177777802 4.64884015985881 2.22246922894351 22.4328618682921 0.037686311944751 2.92973982543722 2020-02-22
54 2374517.46372779 21.6666565947657 0.391499476683729 7.02034452135304 3.45777161426374 32.5362722077407 0.0539542232850048 4.19440981490435 2020-02-23
55 2374503.07306539 30.9520238327117 0.379646372426546 10.3432808939579 5.2519835087756 46.9269346091896 0.077076608367733 5.99194767255613 2020-02-24
56 2374482.56878848 44.1676825482829 0.395220810925539 15.0290596142774 7.83924854041551 67.4312115153298 0.109986189875136 8.55034372155288 2020-02-25
57 2374453.36856839 62.972018287766 0.443948461663102 21.6622602182438 11.55320464145 96.6314316107891 0.156812672991104 12.1906418932375 2020-02-26
58 2374411.82387995 89.7016890339659 0.535007807522351 31.0706034634215 16.8688197462551 138.176120053045 0.223374794261052 17.3651916829872 2020-02-27
59 2374352.79225998 127.641337085881 0.68223357189549 44.4230893704116 24.461079989415 197.207740019076 0.317851957056998 24.7098611970373 2020-02-28
60 2374269.05038577 181.390359987803 0.905820047135693 63.366164412979 35.2872697818116 280.949614231475 0.451697563106882 35.1150396894035 2020-02-29
61 2374150.49837423 257.355030052762 1.2346817819614 90.2103159379367 50.7015979916346 399.501625765581 0.640864486601977 49.8209061119789 2020-03-01
62 2373983.09423939 364.398738927087 1.70967722218304 128.18319225887 72.6141521979906 566.905760607217 0.907424310661569 70.5433088122966 2020-03-02
